ID_Registro,Data_Manutencao,Numero_OS,Maquina,Setor,Fabricante,Tipo_Manutencao,Tecnico,Especialidade,Hora_Inicio,Hora_Fim,Horas_Parada,Custo_Manutencao,Peca_Utilizada,Quantidade_Pecas,Causa_Falha,Status_OS,Observacao
162,14/02/2025,OS-1162,Prensa Hidráulica,Montagem ,Fanuc,Corretiva,,Eletricista,8.3,12.7,-14.1,-4197.29,Filtro,8,Falha elétrica,Concluída,
163,2025-02-28,OS-1163,Esteira,Montagem ,Bosch,Preventiva,,Mecânico,12.0,12.5,-4.2,-3639.91,Rolamento,1,Erro operador,Concluída,
164,2025-05-15,OS-1164,Injetora,Usin.,WEG,Preventiva,,Automação,3.5,17.0,-8.1,-2276.15,Válvula,4,Falha elétrica,Concluída,
165,13/05/2025,OS-1165,Esteira,Montagem ,Schneider,Corretiva,,Mecânico,5.9,3.6,-15.9,-5273.63,Correia,1,Lubrificação,Aberta,
166,22-02-2025,OS-1166,Corte Laser,Montagem ,Bosch,Corretiva,,Eletricista,5.8,13.1,-10.0,-4930.64,Rolamento,7,Desgaste,Em andamento,
167,22/06/2025,OS-1167,Dobradeira,Montagem ,Schneider,Corretiva,,Eletricista,7.3,5.9,-21.0,-3400.34,Rolamento,9,Desgaste,Em andamento,
168,05-03-2025,OS-1168,Esteira,Montagem ,Fanuc,Preventiva,,Automação,18.7,8.4,-13.5,-10823.56,Motor,7,Desgaste,Aberta,
169,01/02/2025,OS-1169,Prensa Hidráulica,Montagem ,WEG,Corretiva,,Automação,19.1,9.5,-8.3,-2525.99,Válvula,2,Erro operador,Aberta,
170,2025-04-14,OS-1170,Injetora,Montagem ,WEG,Preventiva,,Mecânico,11.4,11.7,-23.1,-2052.89,Sensor,10,Falha mecânica,Aberta,
171,07/03/2025,OS-1171,Soldadora Robotizada,Montagem ,WEG,Corretiva,,Eletricista,19.4,14.2,-7.9,-3537.36,Bomba,5,Erro operador,Em andamento,
172,13-02-2025,OS-1172,Centro de Usinagem,Montagem ,Schneider,Preventiva,,Automação,20.0,19.1,-1.0,-9534.5,Bomba,5,Falha mecânica,Em andamento,
173,14/04/2025,OS-1173,Fresadora CNC,Usin.,Bosch,Corretiva,,Eletricista,7.3,6.3,-13.5,-824.42,Sensor,3,Erro operador,Aberta,
174,2025-04-26,OS-1174,Injetora,Montagem ,Siemens,Preditiva,,Eletricista,17.5,2.5,-1.5,-1985.67,Motor,2,Erro operador,Aberta,
175,2025-03-04,OS-1175,Injetora,Montagem ,Schneider,Preditiva,,Mecânico,17.3,14.8,-2.8,-3787.58,CLP,3,Erro operador,Concluída,
176,09-02-2025,OS-1176,Centro de Usinagem,Usin.,Fanuc,Corretiva,,Automação,1.3,13.1,-21.5,-7599.04,Correia,7,Falha elétrica,Concluída,
177,23/04/2025,OS-1177,Compressor,Montagem ,Schneider,Preditiva,,Mecânico,1.2,17.6,-16.1,-7260.95,Filtro,7,Desgaste,Aberta,
178,01/02/2025,OS-1178,Torno CNC,Montagem ,WEG,Preditiva,,Automação,6.2,6.7,-11.2,-8761.59,Filtro,10,Falha mecânica,Em andamento,
179,2025-01-12,OS-1179,Esteira,Montagem ,Siemens,Preditiva,,Eletricista,15.8,7.6,-12.4,-5789.62,Válvula,8,Erro operador,Em andamento,
180,15-05-2025,OS-1180,Soldadora Robotizada,Montagem ,Schneider,Preventiva,,Eletricista,2.6,19.6,-16.8,-12927.3,CLP,2,Falha elétrica,Concluída,
181,15/04/2025,OS-1181,Compressor,Usin.,Schneider,Preventiva,,Eletricista,7.7,8.7,-9.5,-4787.71,Correia,9,Desgaste,Concluída,
182,19-02-2025,OS-1182,Dobradeira,Montagem ,WEG,Corretiva,,Mecânico,8.4,7.1,-14.8,-8916.78,Filtro,7,Lubrificação,Aberta,
183,29/05/2025,OS-1183,Dobradeira,Montagem ,WEG,Corretiva,,Mecânico,18.3,7.8,-18.4,-143.52,Motor,2,Desgaste,Concluída,
184,31/01/2025,OS-1184,Torno CNC,Montagem ,Bosch,Preditiva,,Mecânico,17.8,2.5,-18.6,-7110.91,Bomba,8,Falha mecânica,Em andamento,
185,2025-05-14,OS-1185,Centro de Usinagem,Usin.,WEG,Corretiva,,Mecânico,2.1,16.0,-2.9,-4353.11,Válvula,9,Falha elétrica,Em andamento,
186,21/01/2025,OS-1186,Torno CNC,Usin.,Siemens,Preventiva,,Automação,19.0,15.7,-15.1,-452.43,Válvula,10,Falha mecânica,Em andamento,
187,30/06/2025,OS-1187,Compressor,Usin.,Schneider,Corretiva,,Eletricista,10.5,15.3,-7.8,-6911.1,Válvula,9,Lubrificação,Concluída,
188,10/06/2025,OS-1188,Soldadora Robotizada,Montagem ,Schneider,Preditiva,,Automação,1.3,13.4,-19.2,-1538.0,CLP,3,Lubrificação,Em andamento,
189,06-03-2025,OS-1189,Compressor,Usin.,WEG,Preventiva,,Mecânico,18.8,16.3,-17.8,-9886.12,Sensor,3,Erro operador,Concluída,
190,06/06/2025,OS-1190,Corte Laser,Montagem ,Fanuc,Preventiva,,Automação,4.4,10.1,-12.5,-7311.92,Válvula,5,Falha elétrica,Em andamento,
191,29-05-2025,OS-1191,Compressor,Montagem ,Schneider,Corretiva,,Mecânico,12.3,6.9,-16.6,-8451.71,Bomba,7,Erro operador,Concluída,
192,27/06/2025,OS-1192,Compressor,Montagem ,Siemens,Preventiva,,Eletricista,10.7,12.3,-21.1,-12903.36,Bomba,10,Lubrificação,Em andamento,
193,2025-01-01,OS-1193,Dobradeira,Usin.,WEG,Preditiva,,Mecânico,3.0,12.1,-20.4,-6740.82,CLP,4,Falha mecânica,Concluída,
194,01-01-2025,OS-1194,Dobradeira,Montagem ,Fanuc,Preditiva,,Eletricista,19.1,2.8,-23.2,-696.7,Sensor,5,Falha mecânica,Concluída,
195,19/05/2025,OS-1195,Prensa Hidráulica,Usin.,Schneider,Corretiva,,Mecânico,18.8,9.5,-3.9,-10110.26,Sensor,6,Lubrificação,Em andamento,
196,18/06/2025,OS-1196,Dobradeira,Montagem ,Siemens,Preventiva,,Mecânico,4.9,12.3,-22.8,-8908.73,Correia,3,Desgaste,Em andamento,
197,2025-01-23,OS-1197,Esteira,Usin.,Fanuc,Preditiva,,Eletricista,5.6,18.3,-19.5,-13290.8,Sensor,7,Desgaste,Aberta,
198,29/06/2025,OS-1198,Injetora,Montagem ,WEG,Corretiva,,Automação,4.4,13.1,-2.7,-12193.66,Bomba,2,Erro operador,Aberta,
199,09/01/2025,OS-1199,Corte Laser,Montagem ,Bosch,Preditiva,,Mecânico,12.2,18.4,-7.0,-7768.05,Sensor,9,Falha mecânica,Aberta,
200,2025-02-13,OS-1200,Esteira,Usin.,Fanuc,Preventiva,,Mecânico,14.4,10.9,-17.1,-6278.98,Bomba,5,Erro operador,Concluída,
201,2025-02-20,OS-1201,Esteira,Usin.,Schneider,Corretiva,,Automação,10.8,15.8,-7.4,-13984.27,Bomba,9,Erro operador,Concluída,
202,03/06/2025,OS-1202,Corte Laser,Montagem ,Bosch,Preventiva,,Mecânico,7.8,9.6,-7.4,-10504.89,Sensor,3,Falha elétrica,Concluída,
203,19/06/2025,OS-1203,Fresadora CNC,Usin.,WEG,Preditiva,,Automação,15.9,5.2,-0.7,-3898.09,Válvula,5,Falha mecânica,Aberta,
204,2025-03-23,OS-1204,Corte Laser,Usin.,Siemens,Corretiva,,Mecânico,19.9,9.6,-15.3,-5921.89,Sensor,1,Erro operador,Em andamento,
205,2025-03-08,OS-1205,Fresadora CNC,Montagem ,WEG,Preventiva,,Mecânico,14.7,5.4,-20.5,-12882.07,Sensor,1,Lubrificação,Aberta,
206,11-03-2025,OS-1206,Compressor,Usin.,Fanuc,Corretiva,,Automação,6.6,16.2,-18.3,-5498.34,Motor,6,Desgaste,Em andamento,
207,2025-04-21,OS-1207,Prensa Hidráulica,Usin.,Fanuc,Preventiva,,Mecânico,7.2,1.3,-22.6,-343.27,Motor,1,Desgaste,Em andamento,
208,30/01/2025,OS-1208,Torno CNC,Montagem ,WEG,Preditiva,,Mecânico,9.0,9.1,-20.8,-3322.56,Rolamento,3,Falha elétrica,Aberta,
209,07/06/2025,OS-1209,Injetora,Usin.,Schneider,Corretiva,,Mecânico,6.2,11.5,-14.6,-7877.69,CLP,10,Erro operador,Concluída,
210,2025-01-06,OS-1210,Centro de Usinagem,Usin.,WEG,Corretiva,,Eletricista,4.3,6.6,-6.4,-2749.49,Válvula,2,Desgaste,Em andamento,
211,07/01/2025,OS-1211,Centro de Usinagem,Montagem ,Siemens,Preventiva,,Eletricista,1.1,9.6,-22.5,-4516.08,Válvula,3,Lubrificação,Aberta,
212,2025-01-18,OS-1212,Centro de Usinagem,Montagem ,Schneider,Preventiva,,Automação,10.3,4.2,-6.0,-10151.96,Correia,9,Falha mecânica,Concluída,
213,31-03-2025,OS-1213,Fresadora CNC,Usin.,Schneider,Corretiva,,Automação,9.4,11.9,-0.9,-11125.47,CLP,1,Falha mecânica,Aberta,
214,05/06/2025,OS-1214,Dobradeira,Montagem ,Siemens,Corretiva,,Eletricista,19.0,1.0,-5.3,-1474.42,CLP,9,Falha mecânica,Concluída,
215,18-01-2025,OS-1215,Fresadora CNC,Usin.,Fanuc,Preventiva,,Eletricista,17.1,6.2,-19.3,-13010.65,Motor,8,Erro operador,Em andamento,
216,16/04/2025,OS-1216,Compressor,Montagem ,Bosch,Corretiva,,Automação,19.7,4.0,-3.5,-14838.59,Sensor,6,Desgaste,Concluída,
217,09/02/2025,OS-1217,Dobradeira,Montagem ,WEG,Preventiva,,Eletricista,2.2,12.1,-22.7,-4294.69,CLP,1,Falha elétrica,Aberta,
218,02/06/2025,OS-1218,Corte Laser,Usin.,Fanuc,Preditiva,,Eletricista,17.7,4.7,-13.2,-13849.11,Sensor,4,Falha elétrica,Em andamento,
219,09-02-2025,OS-1219,Torno CNC,Montagem ,Fanuc,Preditiva,,Eletricista,5.9,14.7,-9.5,-900.49,Sensor,5,Erro operador,Em andamento,
220,2025-01-02,OS-1220,Fresadora CNC,Usin.,Schneider,Preventiva,,Automação,6.4,5.2,-3.6,-12866.55,Filtro,4,Falha mecânica,Em andamento,
221,12/04/2025,OS-1221,Compressor,Usin.,WEG,Corretiva,,Mecânico,8.8,11.7,-15.4,-5975.34,CLP,5,Lubrificação,Em andamento,
222,13/04/2025,OS-1222,Corte Laser,Montagem ,Siemens,Preventiva,,Automação,2.7,1.6,-14.1,-8773.7,Válvula,1,Erro operador,Em andamento,
223,2025-02-21,OS-1223,Fresadora CNC,Usin.,WEG,Corretiva,,Eletricista,8.2,8.3,-7.3,-13779.49,CLP,3,Falha mecânica,Concluída,
224,17/05/2025,OS-1224,Dobradeira,Usin.,Siemens,Corretiva,,Mecânico,2.9,13.9,-21.3,-14505.87,Filtro,9,Falha mecânica,Concluída,
225,18/03/2025,OS-1225,Corte Laser,Usin.,Schneider,Preditiva,,Eletricista,3.7,10.3,-1.0,-13763.21,Motor,3,Desgaste,Aberta,
226,17/03/2025,OS-1226,Compressor,Usin.,Siemens,Corretiva,,Automação,19.5,11.5,-22.6,-5752.07,Sensor,9,Lubrificação,Aberta,
227,05/04/2025,OS-1227,Esteira,Usin.,Fanuc,Preventiva,,Mecânico,19.2,6.9,-18.4,-12080.38,Rolamento,6,Falha elétrica,Em andamento,
228,2025-04-03,OS-1228,Centro de Usinagem,Montagem ,Fanuc,Corretiva,,Automação,13.9,8.2,-22.6,-3321.45,Sensor,8,Falha mecânica,Em andamento,
229,2025-05-15,OS-1229,Fresadora CNC,Usin.,WEG,Preditiva,,Eletricista,16.3,4.1,-10.6,-493.84,Correia,1,Desgaste,Em andamento,
230,2025-04-03,OS-1230,Dobradeira,Usin.,Siemens,Corretiva,,Eletricista,9.5,1.5,-14.6,-672.7,Motor,10,Desgaste,Concluída,
231,2025-04-24,OS-1231,Compressor,Montagem ,WEG,Preditiva,,Mecânico,4.4,13.4,-6.1,-7099.98,Filtro,5,Falha mecânica,Concluída,
232,24-06-2025,OS-1232,Dobradeira,Usin.,Fanuc,Preventiva,,Eletricista,19.4,11.2,-1.4,-5759.3,Bomba,5,Falha elétrica,Em andamento,
233,13/03/2025,OS-1233,Prensa Hidráulica,Usin.,Schneider,Corretiva,,Mecânico,18.9,2.0,-12.8,-12567.85,Bomba,10,Erro operador,Aberta,
234,2025-01-20,OS-1234,Torno CNC,Montagem ,Siemens,Corretiva,,Eletricista,5.1,16.3,-15.5,-175.53,Válvula,8,Erro operador,Em andamento,
235,2025-04-06,OS-1235,Esteira,Montagem ,Schneider,Corretiva,,Automação,8.2,15.9,-3.2,-10724.28,CLP,6,Desgaste,Concluída,
236,24-05-2025,OS-1236,Centro de Usinagem,Usin.,Schneider,Preventiva,,Automação,13.5,5.5,-23.4,-10924.59,Correia,3,Falha elétrica,Em andamento,
237,28-01-2025,OS-1237,Compressor,Usin.,Schneider,Preventiva,,Eletricista,15.9,9.8,-8.8,-2970.56,Rolamento,1,Lubrificação,Concluída,
238,04-04-2025,OS-1238,Injetora,Montagem ,Siemens,Preventiva,,Automação,17.8,7.3,-13.8,-13933.78,Sensor,10,Falha elétrica,Concluída,
239,2025-05-08,OS-1239,Prensa Hidráulica,Usin.,Siemens,Preditiva,,Automação,15.3,2.6,-9.1,-1253.75,CLP,7,Erro operador,Em andamento,
240,2025-01-15,OS-1240,Soldadora Robotizada,Usin.,Siemens,Preventiva,,Eletricista,15.5,7.0,-13.5,-1872.32,Filtro,1,Erro operador,Em andamento,
241,13-02-2025,OS-1241,Dobradeira,Montagem ,Siemens,Corretiva,,Automação,10.8,2.3,-20.7,-4578.19,Bomba,10,Falha elétrica,Em andamento,
242,08/03/2025,OS-1242,Centro de Usinagem,Usin.,Fanuc,Preditiva,,Mecânico,11.3,11.2,-7.5,-6339.25,Motor,6,Falha mecânica,Em andamento,
243,2025-04-06,OS-1243,Esteira,Usin.,Fanuc,Preventiva,,Automação,20.0,1.0,-9.2,-4171.39,Filtro,6,Lubrificação,Em andamento,
244,06-04-2025,OS-1244,Soldadora Robotizada,Usin.,Schneider,Preditiva,,Mecânico,15.6,12.1,-1.5,-6435.77,Correia,2,Falha elétrica,Em andamento,
245,06-02-2025,OS-1245,Injetora,Usin.,Fanuc,Preditiva,,Mecânico,11.6,20.0,-17.0,-1995.86,Correia,7,Falha mecânica,Aberta,
246,2025-06-24,OS-1246,Centro de Usinagem,Montagem ,WEG,Preditiva,,Mecânico,16.3,15.4,-13.0,-3120.74,Bomba,4,Falha mecânica,Concluída,
247,08/06/2025,OS-1247,Fresadora CNC,Usin.,Fanuc,Preventiva,,Mecânico,10.8,3.3,-0.9,-10836.58,Motor,1,Falha mecânica,Concluída,
248,03-05-2025,OS-1248,Injetora,Montagem ,Bosch,Preventiva,,Mecânico,19.5,9.3,-5.6,-9769.08,CLP,7,Desgaste,Aberta,
249,2025-01-21,OS-1249,Esteira,Usin.,Siemens,Preditiva,,Mecânico,5.8,8.9,-3.2,-7510.35,Motor,10,Falha mecânica,Aberta,
250,20-03-2025,OS-1250,Torno CNC,Montagem ,WEG,Preventiva,,Mecânico,2.1,5.7,-23.0,-8403.04,Válvula,1,Erro operador,Em andamento,
251,2025-04-23,OS-1251,Soldadora Robotizada,Usin.,WEG,Preventiva,,Automação,5.9,4.7,-12.6,-5671.84,Rolamento,5,Erro operador,Concluída,
252,2025-02-10,OS-1252,Prensa Hidráulica,Usin.,Siemens,Preditiva,,Eletricista,14.2,9.1,-5.7,-7509.4,Rolamento,4,Falha mecânica,Concluída,
253,09/02/2025,OS-1253,Dobradeira,Montagem ,Fanuc,Preditiva,,Eletricista,11.7,12.3,-9.0,-7314.39,CLP,9,Lubrificação,Aberta,
254,11-03-2025,OS-1254,Centro de Usinagem,Montagem ,Schneider,Preditiva,,Mecânico,4.0,15.3,-7.6,-11265.77,Motor,7,Falha mecânica,Em andamento,
255,2025-02-19,OS-1255,Compressor,Montagem ,Fanuc,Corretiva,,Automação,17.2,1.7,-2.4,-14104.57,Motor,2,Lubrificação,Em andamento,
256,04-03-2025,OS-1256,Torno CNC,Montagem ,Bosch,Preditiva,,Mecânico,13.6,2.2,-13.7,-1496.09,Correia,2,Erro operador,Em andamento,
257,2025-02-27,OS-1257,Injetora,Usin.,WEG,Corretiva,,Automação,18.1,14.7,-5.8,-12116.98,Correia,2,Desgaste,Concluída,
258,22-05-2025,OS-1258,Centro de Usinagem,Usin.,WEG,Preditiva,,Automação,18.7,7.9,-4.3,-5476.79,Correia,1,Falha elétrica,Concluída,
259,2025-02-28,OS-1259,Torno CNC,Montagem ,Fanuc,Preditiva,,Mecânico,18.5,19.7,-2.8,-14107.66,Bomba,10,Desgaste,Em andamento,
260,25-01-2025,OS-1260,Injetora,Montagem ,WEG,Corretiva,,Automação,16.0,7.2,-15.1,-10812.95,Bomba,1,Falha elétrica,Em andamento,
261,13/04/2025,OS-1261,Fresadora CNC,Montagem ,Fanuc,Preditiva,,Automação,2.0,12.0,-11.9,-13050.24,Válvula,3,Falha elétrica,Em andamento,
262,09/04/2025,OS-1262,Esteira,Usin.,Siemens,Corretiva,,Mecânico,3.5,15.6,-0.9,-14345.46,CLP,10,Falha mecânica,Em andamento,
263,2025-04-12,OS-1263,Torno CNC,Usin.,Bosch,Preventiva,,Mecânico,15.0,3.3,-13.4,-11511.34,Rolamento,10,Lubrificação,Concluída,
264,20/06/2025,OS-1264,Injetora,Usin.,WEG,Preventiva,,Automação,15.8,7.6,-22.1,-7464.31,Correia,6,Desgaste,Em andamento,
265,11/02/2025,OS-1265,Dobradeira,Usin.,Bosch,Preditiva,,Automação,6.6,4.3,-8.4,-1826.82,Válvula,6,Lubrificação,Em andamento,
266,01-03-2025,OS-1266,Fresadora CNC,Usin.,WEG,Preventiva,,Automação,11.4,5.1,-22.1,-7097.26,CLP,2,Desgaste,Em andamento,
267,04/06/2025,OS-1267,Esteira,Montagem ,Schneider,Preventiva,,Eletricista,12.9,6.1,-5.2,-1980.48,Motor,9,Falha mecânica,Concluída,
268,2025-01-22,OS-1268,Corte Laser,Montagem ,Bosch,Corretiva,,Automação,8.8,9.9,-15.3,-3011.83,Bomba,10,Falha mecânica,Em andamento,
269,13-03-2025,OS-1269,Dobradeira,Usin.,Schneider,Corretiva,,Mecânico,11.1,8.8,-15.9,-14899.8,Sensor,7,Falha mecânica,Em andamento,
270,20-02-2025,OS-1270,Esteira,Usin.,Siemens,Preventiva,,Mecânico,16.8,5.8,-9.9,-9413.92,Sensor,6,Falha elétrica,Em andamento,
271,26/05/2025,OS-1271,Prensa Hidráulica,Montagem ,WEG,Corretiva,,Mecânico,19.0,12.7,-1.0,-6791.62,Motor,9,Lubrificação,Em andamento,
272,05-01-2025,OS-1272,Compressor,Usin.,Siemens,Preditiva,,Automação,19.4,7.0,-12.7,-4828.81,CLP,10,Erro operador,Aberta,
273,2025-05-22,OS-1273,Dobradeira,Usin.,Schneider,Preventiva,,Eletricista,7.7,12.3,-7.0,-13184.94,Rolamento,10,Falha elétrica,Concluída,
274,13/06/2025,OS-1274,Torno CNC,Montagem ,Bosch,Corretiva,,Eletricista,5.4,8.2,-23.9,-4696.16,Correia,8,Erro operador,Aberta,
275,21/05/2025,OS-1275,Dobradeira,Usin.,WEG,Preditiva,,Mecânico,14.6,19.0,-17.8,-8199.26,Válvula,10,Lubrificação,Em andamento,
276,01/02/2025,OS-1276,Dobradeira,Usin.,Fanuc,Preventiva,,Mecânico,13.3,9.8,-13.0,-12559.31,Filtro,2,Falha mecânica,Concluída,
277,06/01/2025,OS-1277,Torno CNC,Usin.,Siemens,Preventiva,,Eletricista,18.7,7.8,-4.9,-8447.67,Filtro,10,Desgaste,Em andamento,
278,17-04-2025,OS-1278,Soldadora Robotizada,Usin.,Fanuc,Preventiva,,Automação,14.2,19.4,-8.7,-14314.72,Sensor,7,Lubrificação,Em andamento,
279,2025-06-03,OS-1279,Torno CNC,Montagem ,Schneider,Corretiva,,Mecânico,15.3,14.7,-21.8,-10046.36,Sensor,3,Falha elétrica,Concluída,
280,2025-06-02,OS-1280,Esteira,Montagem ,Bosch,Preventiva,,Automação,14.1,13.5,-23.5,-2375.62,Correia,7,Falha mecânica,Aberta,
281,2025-06-01,OS-1281,Esteira,Montagem ,Bosch,Preventiva,,Mecânico,6.8,7.9,-9.5,-13683.27,Rolamento,8,Erro operador,Concluída,
282,28-04-2025,OS-1282,Prensa Hidráulica,Usin.,Fanuc,Preditiva,,Automação,3.9,11.4,-16.7,-506.7,Motor,1,Falha mecânica,Aberta,
283,22-06-2025,OS-1283,Compressor,Montagem ,Schneider,Corretiva,,Automação,14.8,9.3,-6.6,-6725.45,Filtro,1,Desgaste,Concluída,
284,10/05/2025,OS-1284,Compressor,Montagem ,WEG,Corretiva,,Eletricista,9.7,7.6,-20.0,-10485.58,Filtro,9,Erro operador,Concluída,
285,17-04-2025,OS-1285,Torno CNC,Usin.,WEG,Corretiva,,Eletricista,8.4,16.7,-22.5,-4056.3,Motor,7,Erro operador,Concluída,
286,27/01/2025,OS-1286,Esteira,Montagem ,Fanuc,Preditiva,,Automação,1.1,9.4,-20.1,-1390.88,Motor,3,Erro operador,Aberta,
287,2025-01-17,OS-1287,Injetora,Montagem ,WEG,Preditiva,,Eletricista,14.1,15.9,-2.4,-4290.23,Rolamento,4,Falha elétrica,Concluída,
288,03-05-2025,OS-1288,Soldadora Robotizada,Montagem ,Schneider,Corretiva,,Eletricista,11.4,13.1,-9.9,-8728.47,CLP,8,Falha elétrica,Aberta,
289,2025-03-20,OS-1289,Corte Laser,Usin.,WEG,Preventiva,,Automação,6.4,13.5,-23.1,-3355.4,Motor,6,Falha elétrica,Concluída,
290,21/02/2025,OS-1290,Injetora,Usin.,WEG,Preventiva,,Mecânico,14.0,3.6,-23.0,-14883.79,Rolamento,8,Lubrificação,Concluída,
291,24-04-2025,OS-1291,Torno CNC,Montagem ,Bosch,Corretiva,,Eletricista,9.2,18.6,-9.3,-6372.06,Válvula,3,Falha mecânica,Aberta,
292,23-06-2025,OS-1292,Soldadora Robotizada,Montagem ,Siemens,Preventiva,,Eletricista,15.9,2.4,-22.7,-13028.55,CLP,1,Erro operador,Em andamento,
293,27/01/2025,OS-1293,Soldadora Robotizada,Usin.,Siemens,Preventiva,,Mecânico,8.5,17.1,-9.3,-1654.46,Rolamento,9,Lubrificação,Em andamento,
294,2025-04-18,OS-1294,Dobradeira,Usin.,Siemens,Corretiva,,Eletricista,12.2,4.4,-10.1,-2086.68,Bomba,1,Erro operador,Concluída,
295,04-04-2025,OS-1295,Centro de Usinagem,Montagem ,Schneider,Preditiva,,Mecânico,14.4,18.5,-4.6,-6358.86,Filtro,4,Desgaste,Concluída,
296,2025-01-03,OS-1296,Fresadora CNC,Montagem ,WEG,Preventiva,,Mecânico,13.6,10.9,-4.5,-5389.72,Correia,6,Falha elétrica,Concluída,
297,2025-01-13,OS-1297,Torno CNC,Usin.,Bosch,Preventiva,,Automação,12.1,9.7,-16.2,-7589.6,Filtro,10,Lubrificação,Em andamento,
298,16/01/2025,OS-1298,Torno CNC,Montagem ,Schneider,Corretiva,,Mecânico,8.3,9.2,-1.2,-5692.44,CLP,8,Desgaste,Concluída,
299,2025-02-10,OS-1299,Corte Laser,Montagem ,Bosch,Corretiva,,Automação,13.5,3.2,-8.5,-1756.09,Bomba,6,Lubrificação,Aberta,
300,21-05-2025,OS-1300,Compressor,Usin.,Fanuc,Preventiva,,Eletricista,1.1,4.9,-12.2,-4779.24,Motor,5,Falha elétrica,Aberta,
